Partnership,"<div>An association of two or more individuals who carry on a continuing business for profit as co-owners. Under the law, a partnership is regarded as a group of individuals rather than as a single entity. A general partnership is a typical form of joint venture in which each general partner shares in the administration, profits, and losses of the operation. A limited partnership is a business arrangement by which the operation is administered by one or more general partners and funded by limited or silent partners, who are by law responsible for losses only to the extent of their investment.<div/>"
Party wall easement,<div>A wall that is located on or at a boundary line between two adjoining parcels for the use of the owners of both properties.<div/>
Payee,<div>The party that receives payment.<div/>
Payor,<div>The party that makes payment to another.<div/>
Percentage lease,<div>A lease commonly used for retail property in which the rental is based on the tenant’s gross sales at the premises; often stipulates a base monthly rental plus a percentage of any gross sales above a certain amount.<div/>
Performance bond,"<div>A binding agreement, often accompanied by surety and usually posted by one who is to perform work for another, that assures that project or undertaking will be completed as per the agreement or contract.<div/>"
Periodic estate,"<div>An interest in leased property that continues from period to period – week to week, month to month, or year to year.<div/>"
Permanent reference marker,"<div>Referred to as a PRM, it is a fixed object that leads the surveyor to the point of beginning (POB). In most surveys, two different PRMs are used to locate the POB.<div/>"
Personal assistant,"<div>An individual working for a broker or salesperson who handles non-sales-related aspects of real estate transactions. However, if the personal assistant is licensed, then he or she can also handle the sales-related aspects of the transaction.<div/>"
Personal property,"<div>Items, called chattels, that do not fit into the definition of real property; movable objects.<div/>"
Physical deterioration,"<div>A reduction in utility resulting from an impairment of physical condition. For purposes of appraisal analysis, it is most common and convenient to divide physical deterioration into curable and incurable components.<div/>"
Plat,"<div>A map of a town, section, or subdivision indicating the location and boundaries of individual property.<div/>"
Plat book,<div>A book containing recorded subdivisions of land.<div/>
Point,<div>A unit of measurement used for various loan charges; one point equals one percent of the amount of the loan.<div/>
Point of beginning,<div>The starting point of the survey situated in one corner of the parcel in a metes-and-bounds description. All metes-and-bounds descriptions must follow the boundaries of the parcel back to the point of beginning.<div/>
Police power,"<div>The government’s right to impose laws, statutes, and ordinances to protect the public health, safety, and welfare, including zoning ordinances and building codes.<div/>"
Power of attorney,<div>A written instrument authorizing a person (the attorney-in-fact) to act on behalf of the maker to the extent indicated in the instrument.<div/>
Premises,"<div>The specific section of a deed that states the names of the parties, recital of consideration, operative words of conveyance, legal property description, and appurtenance provisions.<div/>"
Prepayment clause,"<div>In a mortgage, the statement of the terms on which the mortgagor may pay the entire or stated amount of the mortgage principal at some time prior to the due date.<div/>"
Prepayment penalty,<div>A charge imposed on a borrower by a lender for early payment of the loan principal to compensate the lender for interest and other charges that would otherwise be lost.<div/>
Principal,"<div>A sum lent or employed as a fund or investment, as distinguished from its income or profits. 2. The original amount (as in a loan) of the total due and payable at a certain date. 3. A main party to a transaction – the person for whom the agent works.<div/>"
Principal meridian,<div>One of 35 north and south survey lines established and defined as part of the rectangular survey system (government survey method)<div/>
Principle of conformity,"<div>The appraisal theory stating that buildings that are similar in design, construction, and age to other buildings in the area have a higher value than they would have in a neighborhood of dissimilar buildings.<div/>"
Priority,"<div>The order of position or time. The priority of liens generally is determined by the chronological order in which the lien documents are recorded; tax liens (like special assessments), however, have priority, even over previously recorded liens.<div/>"
Probate,<div>The formal judicial proceeding to prove or confirm the validity of a will or proof of heirship and to settle the affairs of the deceased.<div/>
Procuring cause,"<div>The effort that brings about the desired result. Under an open listing, the broker who is the procuring cause of the sale receives the commission.<div/>"
Property disclosure acts,<div>State mandated seller’s property disclosure reports. These reports place the burden of defect disclosure on the seller. Agents are not required to discover property defects but are required to disclose them if they are known.<div/>
Property management,"<div>The operation of the property of another for compensation. Includes marketing space; advertising and rental activities; collecting, recording, and remitting rents; maintaining the property; tenant relations; hiring employees; keeping proper accounts; and rendering periodic reports to the owner.<div/>"
Property tax,"<div>Taxes levied by the government against either real or personal property. The right to tax real property in the United States rests exclusively with the states, not with the federal government.
Proration
The proportional division or distribution of expenses of property ownership between two or more parties. Closing statement prorations generally include taxes, rents, insurance, interest charges, and assessments.<div/>"
Prospectus,"<div>A printed advertisement usually in pamphlet form, presenting a new development, subdivision, business venture, or stock issue.<div/>"
Public utility easement,"<div>A right granted by a property owner to a public utility company to erect and maintain poles, wires, and conduits on, across, or under her or his land for telephone, electric power, gas, water, or sewer installation.<div/>"
Purchase-money mortgage,"<div>A note secured by a mortgage or deed of trust given by a buyer, as a mortgagor, to a seller, as a mortgagee, as part of the purchase price of the real estate.
Real estate terms that begin with Q<div/>"
Qualifying,"<div>The act of determining a prospect’s motivation, then matching his or her needs with the available inventory.<div/>"
Quitclaim deed,"<div>A conveyance by which the grantor transfers whatever interest he or she has in the real estate without warranties or obligations.
Real estate terms that begin with R<div/>"
Range,<div>A six-mile strip of land measured east and west from the meridian lines.<div/>
"“Ready, willing, and able” buyer",<div>One who is prepared to buy property on the seller’s terms and is ready to take positive steps to consummate the transaction.<div/>
Real estate,"<div>Land; a portion of the earth’s surface extending downward to the center of the earth and upward infinitely into space, including all things permanently attached thereto, whether by nature or by man.<div/>"
Real estate broker,"<div>Any person, partnership, association, or corporation that sells (or offers to sell), buys (or offers to buy), or negotiates the purchase, sale, or exchange of real estate, or that leases (or offers to lease) or rents (or offers to rent) any real estate or the improvements thereon for others and for a compensation or valuable consideration. A real estate broker may not conduct business without a real estate broker’s license.<div/>"
Real Estate Investment Trust (REIT),<div>Ownership of real estate by a group of individual investors who purchase certificates of ownership in a trust. The trust invests in real property and distributes the profits back to the investors free of corporate income tax.<div/>
Real Estate Settlement Procedures Act (RESPA),<div>The federal law ensuring that the buyer and seller in a real estate transaction have knowledge of all the settlement costs when the purchase of a one to four-family residential dwelling is financed by a federally related mortgage loan. Prohibits kickbacks.<div/>
Reality of consent,"<div>An element of all valid contracts. Offer and acceptance in a contract usually are taken to mean that reality of consent also is present. This is not the case, however, if any of the following are present: mistake, misrepresentation, fraud, undue influence, or duress.<div/>"
Real property,"<div>Real property consists of land, anything affixed to it so as to be regarded as a permanent part of the land, that which is appurtenant to the land, and that which is immovable by law, including all rights and interests.<div/>"
REALTOR®,<div>A registered trademark term reserved for the sole use of active members of local REALTORS® boards affiliated with the National Association of REALTORS®.<div/>
Recapture,"<div>In the year of sale, all depreciation or cost recovery taken on depreciable property in excess of the amount allowed by the straight-line method is subject to recapture provisions as established by the IRS, which has the effect of taxing the excess at ordinary income rates. Recapture is designed to prevent a taxpayer from taking advantage of both accelerated depreciation and capital gain treatment.<div/>"
Receiver,"<div>The court-appointed custodian of property involved in litigation, pending final disposition of the matter before the court.<div/>"
Reconciliation,"<div>The final step in the appraisal process in which the appraiser reconciles the estimates of value received from the market/data, cost, and income approaches to arrive at a final estimate of market value for the subject property. 2. An accounting procedure that balances a trust account by comparing the general ledger with the combined total of the account’s individual ledger balances.<div/>"
Recording,"<div>The act of entering or recording documents affecting or conveying interests in real estate in the recorder’s office established in each county. Until recorded, a deed or mortgage generally is not effective against subsequent purchases or mortgage liens.<div/>"
Recovery fund,"<div>A fund established in some states from real estate license funds to cover claims of aggrieved parties who have suffered monetary damage through the actions of a real estate licensee. To protect the public, some states mandate errors and omissions insurance as a requirement for licensure.<div/>"
Rectangular survey system,<div>A system established in 1785 by the federal government that provides for surveying and describing land by reference to principal meridians and base lines.<div/>
Redemption period,"<div>A period of time established by state law during which a property owner has the right to redeem her or his real estate from a foreclosure or tax sale by paying the sales price, interest, and costs. Many states do not have mortgage redemption laws.<div/>"
Redlining,<div>The illegal practice of denying loans or restricting their number for certain areas of a community.<div/>
Regulation Z,<div>A regulation of the Federal Reserve Board designed to ensure that borrowers and customers in need of consumer credit are given meaningful information with respect to the cost of credit.<div/>
Release,<div>To relinquish an interest in or claim to a parcel of property.<div/>
Relocation service,<div>An organization that aids a person in selling a property in one area and buying another property in another area.<div/>
Remainder,"<div>The remnant of an estate that has been conveyed to take effect and be enjoyed after the termination of a prior estate, such as when an owner conveys a life estate to one party and the remainder to another.<div/>"
Renegotiable rate mortgage,<div>A mortgage loan that is granted for a term of 3 to 5 years and secured by a long-term mortgage of up to 30 years with the interest rate being renegotiated or adjusted each period.<div/>
Rent,"<div>A fixed, periodic payment made by a tenant of a property to the owner for possession and use; usually by prior agreement of the parties.<div/>"
Rent schedule,"<div>A statement of proposed rental rates, determined by the owner or the property manager or both, based on a building’s estimated expenses, market supply and demand, and the owner’s long-range goals for the property.<div/>"
Replacement cost,"<div>The cost of construction at current prices of a building having utility equivalent to the building being appraised but built with modern materials and according to current standards, designs, and layout.<div/>"
Reproduction cost,"<div>The cost of construction at current prices of an exact duplicate or replica using the same materials, construction standards, design, layout, and quality of workmanship and embodying all the deficiencies, superadequacies, and obsolescences of the subject building.<div/>"
Recission,<div>The termination of a contract by mutual agreement of the parties.<div/>
Reservation in a deed,"<div>The creation by a deed to property of a new right in favor of the grantor. Usually involves an easement, a life estate, or a mineral interest.<div/>"
Restriction,"<div>A limitation on the use of real property, generally originated by the owner or subdivider in a deed.<div/>"
Reverse annuity mortgage,<div>A mortgage loan that allows the owner to receive periodic payments based on the equity in the home.<div/>
Reversion,<div>The remnant of an estate that the grantor holds after he or she has granted a life estate to another person; the estate will return or revert to the grantor. Also called a reverter.<div/>
Reversionary right,<div>An owner’s right to regain possession of leased property on termination of the lease agreement.<div/>
Rezoning,<div>The process involved in changing the existing zoning of a property or area.<div/>
Right of first refusal,<div>A person’s right to have the first opportunity to either lease or purchase real property.<div/>
Riparian rights,"<div>An owner’s rights in land that borders flowing water, such as a stream or river. These rights include access to and use of the water.<div/>"
Rural development,"<div>A federal agency of the U.S. Department of Agriculture that channels credit to farmers and rural residents and communities; formerly known as the Farm Service Agency and Farmer’s Home Administration (FmHA).
Real estate terms that begin with S<div/>"
Sale and leaseback,"<div>A transaction in which an owner sells her or his improved property and, as part of the same transaction, signs a long-term lease to remain in possession of the premises.<div/>"
Sales contract,<div>A contract containing the complete terms of the agreement between buyer and seller for the sale of a particular parcel or parcels of real estate.<div/>
Salesperson,<div>A person who performs real estate activities while employed by or associated with a licensed real estate broker.<div/>
Satisfaction,"<div>A document acknowledging the payment of a debt. Once filed, the collateral pledged (mortgage) is returned to the mortgagor for a “mortgage burning party.”<div/>"
Secondary mortgage market,"<div>A market for the purchase and sale of existing mortgages, designed to provide greater liquidity for mortgages; also called the secondary money market. Mortgages are originated in the primary mortgage market.<div/>"
Section,"<div>A portion of a township under the rectangular survey system (government survey method). A township is divided into 36 sections numbered 1 to 36. A section is a square with mile-long sides and an area of one square mile, or 640 acres.<div/>"
Self-proving will,<div>A will in which the witnesses give their testimony at the time of signing. This testimony is preserved in a notarized affidavit to eliminate the problem of finding the witnesses at the maker’s death and to assist in the probating procedure.<div/>
Separate property,<div>The real property owned by a husband and wife prior to their marriage.<div/>
Servient tenement,<div>The land on which an easement exists in favor of an adjacent property; also called a servient estate.<div/>
Setback,<div>The amount of space local zoning regulations require between a lot line and building line.<div/>
Severalty,<div>The ownership of real property by one person only; also called sole ownership.<div/>
Short sale,"<div>A sale of secured property that produces less money than is owed to the lender, but in order to expedite the sale and avoid foreclosure expense, the lender releases its interest so the property can be sold.<div/>"
Situs,"<div>The personal preference of people for one area of land over another, not necessarily based on objective facts and knowledge.<div/>"
Sovereignty of the soil,"<div>The beginning of the record of ownership of land by conveyance from the sovereign or the state. Historically, this is known also as a patent.<div/>"
Special assessment,"<div>A tax or levy customarily imposed against only those specific parcels of real estate that will benefit from a proposed public improvement, such as a street or sewer.<div/>"
Special warranty deed,"<div>A deed in which the grantor warrants or guarantees the title only against defects arising during the period of his or her tenure and ownership of the property and not against defects existing before that time, generally using the language “by, through, or under the grantor but not otherwise.”<div/>"
Specific lien,"<div>A lien affecting or attaching only to a certain, specific parcel of land or piece of property.<div/>"
Specific performance suit,"<div>A legal action brought in a court of equity in special cases to compel a party to carry out the terms of a contract. The basis for an equity court’s jurisdiction in breach of a real estate contract is that land is unique, and mere legal damages would not adequately compensate the buyer from the seller’s breach.<div/>"
Sponsoring broker,"<div>A duly licensed real estate broker who employs a salesperson. Under law, the broker is responsible for the acts of her or his salespeople.<div/>"
Squatter’s rights,"<div>Those rights acquired through adverse possession. By “squatting” on land for a certain statutory period under prescribed conditions, one may acquire title by limitations. If an easement only is acquired, instead of the title to the land itself, one has title by prescription, or easement by prescription.<div/>"
Statute of frauds,"<div>The part of a state law that requires certain instruments, such as deeds, real estate sales contracts, and certain leases to be in writing to be legally enforceable.<div/>"
Statute of limitations,<div>That law pertaining to the period of time within which certain actions must be brought to court.<div/>
Statutory lien,"<div>A lien imposed on property by statute, for example, a tax lien; in contrast to a voluntary lien, which an owner places on his or her own real estate, for example, a mortgage lien.<div/>"
Steering,"<div>The illegal practice of channeling home seekers to particular areas or avoiding specific areas, either to maintain or to change the character of an area, or to create a speculative situation.<div/>"
Stigmatized property,"<div>A property regarded by some as undesirable because of events that have occurred on the property, like murder or suicide, or present paranormal activities. Sometimes, proximity to undesirable property causes a property to become stigmatized, too.<div/>"
Straight-line method,<div>A method of calculating depreciation for tax purposes computed by dividing the adjusted basis of a property less its estimated salvage value by the estimated number of years of remaining useful life.<div/>
Subagency,<div>An agent appoints a subagent to help the agent in a specified transaction and to act on the principal’s behalf.<div/>
Subdivision,"<div>A tract of land divided by the owner, known as the subdivider, into blocks, building lots, and streets according to recorded subdivision plat that must comply with local ordinances and regulations.<div/>"
Subletting,<div>The leasing of premises by a lessee to a third party for part of the lessee’s remaining term.<div/>
Subordination,<div>A relegation to a lesser position usually in respect to a right or security.<div/>
Subordination agreement,<div>An agreement that changes the order of priority of liens between two creditors.<div/>
Subrogation,"<div>The substitution of one creditor for another, with the substituted person succeeding to the legal rights and claims of the original claimant. Subrogation is used by title insurers to acquire the right the sue from the injured party to recover any claims they have paid.<div/>"
Substitution,"<div>An appraisal principle stating that the maximum value of a property tends to be set by the cost of purchasing an equally desirable and valuable substitute property, assuming that no costly delay is encountered in making the substitution.<div/>"
Suit for possession,<div>A court suit initiated by a landlord to evict a tenant from leased premises after the tenant has breached one of the terms of the lease or has held possession of the property after the expiration of the lease.<div/>
Suit for specific performance,<div>A legal action brought by either a buyer or a seller to enforce performance of the terms of a contract.<div/>
Suit to quiet title,"<div>A legal action intended to establish or settle the title to a particular property, especially when there is cloud on the title.<div/>"
Summation appraisal,<div>An approach under which value equals estimated land value plus reproduction costs of any improvements after depreciation has been subtracted.<div/>
Supply,<div>The amount of goods available in the market to be sold at given price. The term often is coupled with demand.<div/>
Surety bond,"<div>An agreement by an insurance or bonding company to be responsible for certain possible defaults, debts, or obligations contracted for by an insured party; in essence, a policy insuring one’s personal and/or financial integrity. In the real estate business, a surety bond generally is used to ensure that a particular project will be completed at a certain date or that a contract will be performed as stated.<div/>"
Survey,"<div>The process by which boundaries are measured and land areas are determined; the on-site measurement of lot lines, dimensions, and positions of buildings on a lot, including the determination of any existing encroachments or easements.<div/>"
Syndicate,"<div>A combination of two or more persons or firms to accomplish a joint venture of mutual interest. Syndicates dissolve when the specific purpose for which they were created has been accomplished.
Real estate terms that begin with T<div/>"
Taxation,<div>The process by which a government or municipal quasi-public body raises monies to fund its operation.<div/>
Tax lien,<div>A charge against property created by the operation of law. Tax liens and assessments take priority over all other liens.<div/>
Tax rate,<div>The rate at which real property is taxed in a tax district or county.<div/>
Tax sale,<div>A court-ordered sale of real property to raise money to cover delinquent taxes.<div/>
Tenancy at sufferance,<div>The tenancy of a lessee who lawfully comes into possession of a landlord’s real estate but who continues to occupy the premises improperly after her or his lease rights have expired.<div/>
Tenancy at will,<div>An estate that gives the lessee the right to possession until the estate is terminated by either party; the term of this estate is indefinite.<div/>
Tenancy by the entirety,"<div>The joint ownership, recognized in some states, of property acquired by husband and wife during marriage. On the death of one spouse, the survivor becomes the owner of the property.<div/>"
Tenancy in common,"<div>A form of co-ownership by which each owner holds an undivided interest in real property as if he or she were the sole owner. Each individual has the right to partition. Unlike a joint tenancy, there is no right of survivorship between tenants in common, and owners may have unequal interests.<div/>"
Tenant,<div>One who holds or possesses lands or tenements by any kind of right of title.<div/>
Tenement,<div>Everything that may be occupied under a lease by a tenant.<div/>
Termination (lease),"<div>The cancellation of a lease by the action of either party. A lease may be terminated by expiration of the term, surrender and acceptance, constructive eviction by lessor, or option, when provided in the lease for breach of covenants.<div/>"
Termination (listing),"<div>The cancellation of a broker-principal employment contract. A listing may be terminated by death or insanity of either party, expiration of listing period, mutual agreement, sufficient written notice, or the completion of performance under the agreement.<div/>"
Testate,<div>Having made and left a valid will.<div/>
Testator,<div>A will maker<div/>
“Time is of the essence”,<div>A phrase in a contract that requires the performance of a certain act within a stated period of time.<div/>
Title insurance,"<div>Insurance designed to indemnify the holder for loss sustained by reason of defects in a title, up to and including the policy limits.<div/>"
Torrens system,"<div>A method of evidencing title by registration with the proper public authority, generally called the registrar.<div/>"
Township,<div>The principal unit of the rectangular survey system. A township is a square with six-mile sides and an area of 36 square miles.<div/>
Township lines,<div>The horizontal lines running at six-mile intervals parallel to the base lines in the rectangular survey system.<div/>
Trade fixtures,<div>The articles installed by a tenant under the terms of a lease and removable by the tenant before the lease expires.<div/>
Trust,"<div>A fiduciary arrangement by which property is conveyed to a person or institution, called a trustee, and held and administered on behalf of another person, called a beneficiary.<div/>"
Trust deed,"<div>An instrument used to create a lien by which the trustor conveys his or her title to a trustee, who holds it as security for the benefit of the note holder (the lender).<div/>"
Trustee,<div>One who as agent for others handles money or holds title to their land<div/>
Trustee’s deed,"<div>A deed executed by a trustee conveying land held in a trust to the beneficiary.
Real estate terms that begin with U<div/>"
Unearned increment,"<div>An increase in the value of a property caused by increased population, development, or demand for which the owner is not responsible.<div/>"
Uniform Commercial Code,"<div>A codification of commercial law, adopted in most states, that attempts to make uniform laws relating to commercial transactions, including chattel mortgages and bulk transfers. Security interests in chattels are created by an instrument known as a security agreement. Article 6 of the code regulates bulk transfers, that is, the sale of a business as a whole, including all fixtures, chattels, and merchandise.<div/>"
Uniform Residential Appraisal Report (URAR),<div>Standard Fannie Mae Form 1004 used by appraisers.<div/>
Uniform Residential Loan Application Report (URLA),<div>Standard Fannie Mae Form 1003 used by loan originators.<div/>
Unilateral contract,"<div>A one-sided contract by which one party makes a promise to induce a second party to do something. The second party is not legally bound to perform; if the second party does comply, however, the first party is obligated to keep the promise.<div/>"
Unity of ownership,"<div>The four unities traditionally needed to create a joint tenancy – unity of title, time, interest, and possession.<div/>"
Urban renewal,<div>The acquisition of run-down city areas for purposes of redevelopment.<div/>
Useful life,"<div>In real estate investment, the number of years a property will be useful to the investors.<div/>"
Usury,"<div>The practice of charging more than the rate of interest allowed by law.
Real estate terms that begin with V<div/>"
Valid contract,<div>A contract that complies with all the essential elements on a contract and is binding and enforceable on all parties to it.<div/>
Valid lease,"<div>An enforceable lease that has the following essential parts: lessor and lessee with contractual capacity, offer and acceptance, legality of object, description of the premises, consideration, signatures, and delivery. Leases for more than one year also must be in writing.<div/>"
Value,"<div>The present worth of future benefits arising from the ownership of real property. To have value, a property must have utility, scarcity, effective demand, and transferability.<div/>"
Variable rate mortgage,"<div>A mortgage loan that contains an interest rate provision related to a selected index. Under this provision, the interest rate may be adjusted annually either up or down.<div/>"
Variance,"<div>An exception from the zoning ordinances; permission granted by zoning authorities to build a structure or conduct a use that is expressly prohibited by zoning ordinance.
Real estate terms that begin with W<div/>"
Writ of attachment,"<div>The method by which a debtor’s property is placed in the custody of the law and held as security, pending the outcome of a creditor’s suit.
I am a homebuyer, what real estate terminology applies to me?<div/>"
Closing Costs,"<div>Fees that are associated with a home purchase. They apply to both a seller and a buyer, and they are paid at the closing.<div/>"
Down payment,"<div>An initial payment used to purchase an item, for our purposes a property. A down payment is typically 20%, but other amounts can be used.<div/>"
Mortgage Payments,<div>The total amount of payments due over the life of the loan.<div/>
Monthly Mortgage,<div>The monthly principal and interest that is due on the loan.<div/>
Piti,"<div>Principal, interest, taxes, and insurance.<div/>"
Mortgage lender,"<div>An entity that loans money, acquiring a security interest in the property.<div/>"
Mortgage broker,<div>A person who works with lenders and buyers/borrowers to facilitate the loan process.<div/>
Second Mortgage,<div>An additional mortgage on a property.<div/>
Origination Fee,<div>A processing fee issued by a lender during the creation of the loan.<div/>
Home buying,<div>The act of acquiring an interest in real property.<div/>
Title Search,<div>A title company’s review of the deed and the (potential) claims upon it.<div/>
Home inspection,"<div>A review of the current condition of the property, one that will (hopefully) uncover necessary repairs and potential pitfalls.<div/>"
Common areas,<div>Areas which are available for use by more than one person.<div/>
MLS (Multiple Listing Service),<div>A service created for the use of displaying listings across many brokers and brokerages.<div/>
Hazard Insurance,"<div>A policy or part of a policy that creates coverage for vandalism, fire, and other events.<div/>"
Annual Percentage Rate,<div>The annual rate charged for borrowing.<div/>
Fair Market Value,<div>The price for a property that is agreed upon by both the seller and a buyer.<div/>
Refinance,"<div>The act of acquiring a new mortgage to replace the old mortgage, oftentimes advantageous to the borrower.<div/>"
Pre-approval,<div>A statement from a lender that you possess enough means to secure a loan. It is not a commitment to lend you money.<div/>
Escrow Account,"<div>An account designed to manage taxes and insurance premiums, usually connected to your principal and interest payments<div/>"
Homeowner’s Association,"<div>The HOA sets the rules and regulations for the division, community, or complex.<div/>"
